fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct
39127,OH,Ohio,Perry,Current asthma among adults,Age-adjusted prevalence,11.2
39113,OH,Ohio,Montgomery,Current asthma among adults,Age-adjusted prevalence,11.6
37171,NC,North Carolina,Surry,Current asthma among adults,Age-adjusted prevalence,11.3
39103,OH,Ohio,Medina,Current asthma among adults,Age-adjusted prevalence,10.6
39037,OH,Ohio,Darke,Current asthma among adults,Age-adjusted prevalence,11.2
38103,ND,North Dakota,Wells,Current asthma among adults,Age-adjusted prevalence,10.5
40017,OK,Oklahoma,Canadian,Current asthma among adults,Age-adjusted prevalence,10.7
37117,NC,North Carolina,Martin,Current asthma among adults,Age-adjusted prevalence,12.2
39055,OH,Ohio,Geauga,Current asthma among adults,Age-adjusted prevalence,10.5
39081,OH,Ohio,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.9
37103,NC,North Carolina,Jones,Current asthma among adults,Age-adjusted prevalence,11.7
39053,OH,Ohio,Gallia,Current asthma among adults,Age-adjusted prevalence,11.6
40007,OK,Oklahoma,Beaver,Current asthma among adults,Age-adjusted prevalence,10.6
39147,OH,Ohio,Seneca,Current asthma among adults,Age-adjusted prevalence,10.9
39157,OH,Ohio,Tuscarawas,Current asthma among adults,Age-adjusted prevalence,11.3
38025,ND,North Dakota,Dunn,Current asthma among adults,Age-adjusted prevalence,10.2
39085,OH,Ohio,Lake,Current asthma among adults,Age-adjusted prevalence,10.8
38077,ND,North Dakota,Richland,Current asthma among adults,Age-adjusted prevalence,10.2
39047,OH,Ohio,Fayette,Current asthma among adults,Age-adjusted prevalence,11.4
40015,OK,Oklahoma,Caddo,Current asthma among adults,Age-adjusted prevalence,11.5
37165,NC,North Carolina,Scotland,Current asthma among adults,Age-adjusted prevalence,12.5
40023,OK,Oklahoma,Choctaw,Current asthma among adults,Age-adjusted prevalence,12.8
37187,NC,North Carolina,Washington,Current asthma among adults,Age-adjusted prevalence,12.6
37179,NC,North Carolina,Union,Current asthma among adults,Age-adjusted prevalence,10.2
39105,OH,Ohio,Meigs,Current asthma among adults,Age-adjusted prevalence,11.8
39051,OH,Ohio,Fulton,Current asthma among adults,Age-adjusted prevalence,10.6
37065,NC,North Carolina,Edgecombe,Current asthma among adults,Age-adjusted prevalence,12.6
39133,OH,Ohio,Portage,Current asthma among adults,Age-adjusted prevalence,10.9
39095,OH,Ohio,Lucas,Current asthma among adults,Age-adjusted prevalence,11.3
37157,NC,North Carolina,Rockingham,Current asthma among adults,Age-adjusted prevalence,11.4
39033,OH,Ohio,Crawford,Current asthma among adults,Age-adjusted prevalence,11.2
37183,NC,North Carolina,Wake,Current asthma among adults,Age-adjusted prevalence,10.0
38081,ND,North Dakota,Sargent,Current asthma among adults,Age-adjusted prevalence,9.9
39115,OH,Ohio,Morgan,Current asthma among adults,Age-adjusted prevalence,11.6
37169,NC,North Carolina,Stokes,Current asthma among adults,Age-adjusted prevalence,11.0
39063,OH,Ohio,Hancock,Current asthma among adults,Age-adjusted prevalence,10.7
38017,ND,North Dakota,Cass,Current asthma among adults,Age-adjusted prevalence,9.8
39041,OH,Ohio,Delaware,Current asthma among adults,Age-adjusted prevalence,9.5
37127,NC,North Carolina,Nash,Current asthma among adults,Age-adjusted prevalence,11.6
37109,NC,North Carolina,Lincoln,Current asthma among adults,Age-adjusted prevalence,10.6
37095,NC,North Carolina,Hyde,Current asthma among adults,Age-adjusted prevalence,10.9
40013,OK,Oklahoma,Bryan,Current asthma among adults,Age-adjusted prevalence,12.3
39153,OH,Ohio,Summit,Current asthma among adults,Age-adjusted prevalence,11.3
38031,ND,North Dakota,Foster,Current asthma among adults,Age-adjusted prevalence,10.2
38035,ND,North Dakota,Grand Forks,Current asthma among adults,Age-adjusted prevalence,10.4
38021,ND,North Dakota,Dickey,Current asthma among adults,Age-adjusted prevalence,10.3
39137,OH,Ohio,Putnam,Current asthma among adults,Age-adjusted prevalence,10.6
38091,ND,North Dakota,Steele,Current asthma among adults,Age-adjusted prevalence,10.1
39043,OH,Ohio,Erie,Current asthma among adults,Age-adjusted prevalence,11.1
39099,OH,Ohio,Mahoning,Current asthma among adults,Age-adjusted prevalence,11.1
40003,OK,Oklahoma,Alfalfa,Current asthma among adults,Age-adjusted prevalence,10.6
39093,OH,Ohio,Lorain,Current asthma among adults,Age-adjusted prevalence,11.0
39101,OH,Ohio,Marion,Current asthma among adults,Age-adjusted prevalence,11.0
37105,NC,North Carolina,Lee,Current asthma among adults,Age-adjusted prevalence,10.9
38095,ND,North Dakota,Towner,Current asthma among adults,Age-adjusted prevalence,10.8
38087,ND,North Dakota,Slope,Current asthma among adults,Age-adjusted prevalence,10.1
39019,OH,Ohio,Carroll,Current asthma among adults,Age-adjusted prevalence,11.2
37163,NC,North Carolina,Sampson,Current asthma among adults,Age-adjusted prevalence,11.3
37147,NC,North Carolina,Pitt,Current asthma among adults,Age-adjusted prevalence,11.5
39011,OH,Ohio,Auglaize,Current asthma among adults,Age-adjusted prevalence,10.8
37075,NC,North Carolina,Graham,Current asthma among adults,Age-adjusted prevalence,11.2
38015,ND,North Dakota,Burleigh,Current asthma among adults,Age-adjusted prevalence,9.9
39125,OH,Ohio,Paulding,Current asthma among adults,Age-adjusted prevalence,11.0
39077,OH,Ohio,Huron,Current asthma among adults,Age-adjusted prevalence,11.1
40021,OK,Oklahoma,Cherokee,Current asthma among adults,Age-adjusted prevalence,12.8
38001,ND,North Dakota,Adams,Current asthma among adults,Age-adjusted prevalence,10.4
37199,NC,North Carolina,Yancey,Current asthma among adults,Age-adjusted prevalence,11.0
38073,ND,North Dakota,Ransom,Current asthma among adults,Age-adjusted prevalence,10.1
39107,OH,Ohio,Mercer,Current asthma among adults,Age-adjusted prevalence,10.6
37091,NC,North Carolina,Hertford,Current asthma among adults,Age-adjusted prevalence,12.4
38051,ND,North Dakota,McIntosh,Current asthma among adults,Age-adjusted prevalence,10.5
37131,NC,North Carolina,Northampton,Current asthma among adults,Age-adjusted prevalence,12.3
39087,OH,Ohio,Lawrence,Current asthma among adults,Age-adjusted prevalence,11.8
39159,OH,Ohio,Union,Current asthma among adults,Age-adjusted prevalence,10.3
39155,OH,Ohio,Trumbull,Current asthma among adults,Age-adjusted prevalence,11.4
38005,ND,North Dakota,Benson,Current asthma among adults,Age-adjusted prevalence,12.5
39097,OH,Ohio,Madison,Current asthma among adults,Age-adjusted prevalence,10.6
39029,OH,Ohio,Columbiana,Current asthma among adults,Age-adjusted prevalence,11.3
37167,NC,North Carolina,Stanly,Current asthma among adults,Age-adjusted prevalence,11.1
39145,OH,Ohio,Scioto,Current asthma among adults,Age-adjusted prevalence,11.6
40019,OK,Oklahoma,Carter,Current asthma among adults,Age-adjusted prevalence,11.7
38089,ND,North Dakota,Stark,Current asthma among adults,Age-adjusted prevalence,9.9
37107,NC,North Carolina,Lenoir,Current asthma among adults,Age-adjusted prevalence,12.3
39165,OH,Ohio,Warren,Current asthma among adults,Age-adjusted prevalence,9.9
39045,OH,Ohio,Fairfield,Current asthma among adults,Age-adjusted prevalence,10.8
38037,ND,North Dakota,Grant,Current asthma among adults,Age-adjusted prevalence,10.7
39025,OH,Ohio,Clermont,Current asthma among adults,Age-adjusted prevalence,10.7
39149,OH,Ohio,Shelby,Current asthma among adults,Age-adjusted prevalence,11.0
39061,OH,Ohio,Hamilton,Current asthma among adults,Age-adjusted prevalence,11.5
39089,OH,Ohio,Licking,Current asthma among adults,Age-adjusted prevalence,10.9
38027,ND,North Dakota,Eddy,Current asthma among adults,Age-adjusted prevalence,10.7
37153,NC,North Carolina,Richmond,Current asthma among adults,Age-adjusted prevalence,12.2
39015,OH,Ohio,Brown,Current asthma among adults,Age-adjusted prevalence,11.5
39059,OH,Ohio,Guernsey,Current asthma among adults,Age-adjusted prevalence,11.4
37069,NC,North Carolina,Franklin,Current asthma among adults,Age-adjusted prevalence,11.0
38083,ND,North Dakota,Sheridan,Current asthma among adults,Age-adjusted prevalence,10.4
38069,ND,North Dakota,Pierce,Current asthma among adults,Age-adjusted prevalence,10.3
37195,NC,North Carolina,Wilson,Current asthma among adults,Age-adjusted prevalence,12.0
39111,OH,Ohio,Monroe,Current asthma among adults,Age-adjusted prevalence,11.4
39141,OH,Ohio,Ross,Current asthma among adults,Age-adjusted prevalence,11.6
40011,OK,Oklahoma,Blaine,Current asthma among adults,Age-adjusted prevalence,11.4
37087,NC,North Carolina,Haywood,Current asthma among adults,Age-adjusted prevalence,10.8
38065,ND,North Dakota,Oliver,Current asthma among adults,Age-adjusted prevalence,10.1
38019,ND,North Dakota,Cavalier,Current asthma among adults,Age-adjusted prevalence,10.0
38047,ND,North Dakota,Logan,Current asthma among adults,Age-adjusted prevalence,10.5
38071,ND,North Dakota,Ramsey,Current asthma among adults,Age-adjusted prevalence,10.4
38079,ND,North Dakota,Rolette,Current asthma among adults,Age-adjusted prevalence,13.8
39023,OH,Ohio,Clark,Current asthma among adults,Age-adjusted prevalence,11.5
37173,NC,North Carolina,Swain,Current asthma among adults,Age-adjusted prevalence,12.3
37135,NC,North Carolina,Orange,Current asthma among adults,Age-adjusted prevalence,10.1
39163,OH,Ohio,Vinton,Current asthma among adults,Age-adjusted prevalence,11.8
37101,NC,North Carolina,Johnston,Current asthma among adults,Age-adjusted prevalence,10.7
39091,OH,Ohio,Logan,Current asthma among adults,Age-adjusted prevalence,11.0
37121,NC,North Carolina,Mitchell,Current asthma among adults,Age-adjusted prevalence,10.8
38057,ND,North Dakota,Mercer,Current asthma among adults,Age-adjusted prevalence,10.5
38033,ND,North Dakota,Golden Valley,Current asthma among adults,Age-adjusted prevalence,10.6
40081,OK,Oklahoma,Lincoln,Current asthma among adults,Age-adjusted prevalence,11.8
46121,SD,South Dakota,Todd,Current asthma among adults,Age-adjusted prevalence,15.1
45089,SC,South Carolina,Williamsburg,Current asthma among adults,Age-adjusted prevalence,11.0
45087,SC,South Carolina,Union,Current asthma among adults,Age-adjusted prevalence,11.0
40129,OK,Oklahoma,Roger Mills,Current asthma among adults,Age-adjusted prevalence,11.4
46051,SD,South Dakota,Grant,Current asthma among adults,Age-adjusted prevalence,9.9
40121,OK,Oklahoma,Pittsburg,Current asthma among adults,Age-adjusted prevalence,12.0
46085,SD,South Dakota,Lyman,Current asthma among adults,Age-adjusted prevalence,11.5
46035,SD,South Dakota,Davison,Current asthma among adults,Age-adjusted prevalence,10.2
46005,SD,South Dakota,Beadle,Current asthma among adults,Age-adjusted prevalence,10.0
45021,SC,South Carolina,Cherokee,Current asthma among adults,Age-adjusted prevalence,10.3
41061,OR,Oregon,Union,Current asthma among adults,Age-adjusted prevalence,12.4
41053,OR,Oregon,Polk,Current asthma among adults,Age-adjusted prevalence,12.5
41045,OR,Oregon,Malheur,Current asthma among adults,Age-adjusted prevalence,11.8
41069,OR,Oregon,Wheeler,Current asthma among adults,Age-adjusted prevalence,12.7
40051,OK,Oklahoma,Grady,Current asthma among adults,Age-adjusted prevalence,11.2
45073,SC,South Carolina,Oconee,Current asthma among adults,Age-adjusted prevalence,10.0
40133,OK,Oklahoma,Seminole,Current asthma among adults,Age-adjusted prevalence,12.8
40067,OK,Oklahoma,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.8
40065,OK,Oklahoma,Jackson,Current asthma among adults,Age-adjusted prevalence,11.1
41011,OR,Oregon,Coos,Current asthma among adults,Age-adjusted prevalence,12.7
45083,SC,South Carolina,Spartanburg,Current asthma among adults,Age-adjusted prevalence,9.7
40143,OK,Oklahoma,Tulsa,Current asthma among adults,Age-adjusted prevalence,11.3
46021,SD,South Dakota,Campbell,Current asthma among adults,Age-adjusted prevalence,9.9
41021,OR,Oregon,Gilliam,Current asthma among adults,Age-adjusted prevalence,12.7
41067,OR,Oregon,Washington,Current asthma among adults,Age-adjusted prevalence,11.2
46081,SD,South Dakota,Lawrence,Current asthma among adults,Age-adjusted prevalence,10.1
40125,OK,Oklahoma,Pottawatomie,Current asthma among adults,Age-adjusted prevalence,12.4
41003,OR,Oregon,Benton,Current asthma among adults,Age-adjusted prevalence,11.7
46031,SD,South Dakota,Corson,Current asthma among adults,Age-adjusted prevalence,13.4
41051,OR,Oregon,Multnomah,Current asthma among adults,Age-adjusted prevalence,11.7
46015,SD,South Dakota,Brule,Current asthma among adults,Age-adjusted prevalence,10.8
45025,SC,South Carolina,Chesterfield,Current asthma among adults,Age-adjusted prevalence,10.5
41005,OR,Oregon,Clackamas,Current asthma among adults,Age-adjusted prevalence,11.7
40111,OK,Oklahoma,Okmulgee,Current asthma among adults,Age-adjusted prevalence,12.8
45091,SC,South Carolina,York,Current asthma among adults,Age-adjusted prevalence,9.3
45031,SC,South Carolina,Darlington,Current asthma among adults,Age-adjusted prevalence,10.8
41027,OR,Oregon,Hood River,Current asthma among adults,Age-adjusted prevalence,11.3
40139,OK,Oklahoma,Texas,Current asthma among adults,Age-adjusted prevalence,10.2
40147,OK,Oklahoma,Washington,Current asthma among adults,Age-adjusted prevalence,11.7
45039,SC,South Carolina,Fairfield,Current asthma among adults,Age-adjusted prevalence,10.9
46115,SD,South Dakota,Spink,Current asthma among adults,Age-adjusted prevalence,10.3
45069,SC,South Carolina,Marlboro,Current asthma among adults,Age-adjusted prevalence,11.0
40059,OK,Oklahoma,Harper,Current asthma among adults,Age-adjusted prevalence,10.7
45077,SC,South Carolina,Pickens,Current asthma among adults,Age-adjusted prevalence,9.8
45017,SC,South Carolina,Calhoun,Current asthma among adults,Age-adjusted prevalence,10.3
46069,SD,South Dakota,Hyde,Current asthma among adults,Age-adjusted prevalence,10.9
40077,OK,Oklahoma,Latimer,Current asthma among adults,Age-adjusted prevalence,12.9
40073,OK,Oklahoma,Kingfisher,Current asthma among adults,Age-adjusted prevalence,10.8
45035,SC,South Carolina,Dorchester,Current asthma among adults,Age-adjusted prevalence,9.6
40071,OK,Oklahoma,Kay,Current asthma among adults,Age-adjusted prevalence,12.0
41071,OR,Oregon,Yamhill,Current asthma among adults,Age-adjusted prevalence,11.8
40107,OK,Oklahoma,Okfuskee,Current asthma among adults,Age-adjusted prevalence,12.6
41017,OR,Oregon,Deschutes,Current asthma among adults,Age-adjusted prevalence,11.7
41025,OR,Oregon,Harney,Current asthma among adults,Age-adjusted prevalence,12.9
45085,SC,South Carolina,Sumter,Current asthma among adults,Age-adjusted prevalence,10.6
46027,SD,South Dakota,Clay,Current asthma among adults,Age-adjusted prevalence,10.3
46111,SD,South Dakota,Sanborn,Current asthma among adults,Age-adjusted prevalence,10.1
41063,OR,Oregon,Wallowa,Current asthma among adults,Age-adjusted prevalence,12.1
46061,SD,South Dakota,Hanson,Current asthma among adults,Age-adjusted prevalence,10.4
45061,SC,South Carolina,Lee,Current asthma among adults,Age-adjusted prevalence,11.1
41009,OR,Oregon,Columbia,Current asthma among adults,Age-adjusted prevalence,12.3
40069,OK,Oklahoma,Johnston,Current asthma among adults,Age-adjusted prevalence,12.6
41055,OR,Oregon,Sherman,Current asthma among adults,Age-adjusted prevalence,12.6
41047,OR,Oregon,Marion,Current asthma among adults,Age-adjusted prevalence,12.2
45023,SC,South Carolina,Chester,Current asthma among adults,Age-adjusted prevalence,10.8
46011,SD,South Dakota,Brookings,Current asthma among adults,Age-adjusted prevalence,9.7
40055,OK,Oklahoma,Greer,Current asthma among adults,Age-adjusted prevalence,10.8
45033,SC,South Carolina,Dillon,Current asthma among adults,Age-adjusted prevalence,11.5
46091,SD,South Dakota,Marshall,Current asthma among adults,Age-adjusted prevalence,10.0
40091,OK,Oklahoma,McIntosh,Current asthma among adults,Age-adjusted prevalence,12.8
45075,SC,South Carolina,Orangeburg,Current asthma among adults,Age-adjusted prevalence,11.1
40039,OK,Oklahoma,Custer,Current asthma among adults,Age-adjusted prevalence,11.1
46065,SD,South Dakota,Hughes,Current asthma among adults,Age-adjusted prevalence,10.3
47035,TN,Tennessee,Cumberland,Current asthma among adults,Age-adjusted prevalence,11.2
40053,OK,Oklahoma,Grant,Current asthma among adults,Age-adjusted prevalence,11.3
46107,SD,South Dakota,Potter,Current asthma among adults,Age-adjusted prevalence,10.1
41039,OR,Oregon,Lane,Current asthma among adults,Age-adjusted prevalence,12.3
